# thingid,z,specz_ra,specz_dec,logms_pca_bc03
38524783,0.05189,30.822642,-6.3700160000000015,10.96279593266081
1237650797286129900,0.29259,128.75647,0.923443,11.516291381616616
1237678889062760657,0.28678000000000003,37.179516,-2.454209,11.54805903835222
1237651736309334436,0.32055,215.37897,2.084516,11.223146816540975
1237655129302696169,0.34472,248.3307,43.251199,11.540831394901032
79548983,0.11995,178.1890564,-0.736408,11.200165873199998
1237663479263134015,0.25482,343.1998700000001,0.143772,11.56252287037205
88841467,0.10503,218.2507629,-0.375271,11.016835873199996
104083773,0.19694,132.7395325,0.356042,11.324575873199999
1237648721766908331,0.36642,178.34031000000004,0.296126,11.496866342786234
54596599,0.21021,38.280946,-3.057375,11.412475658813493
1237678890133160216,0.16326,29.607968,-1.777616,11.786282689514337
128317062,0.11943,217.0810242,1.770591,11.002805873199996
88588919,0.12922999999999998,216.47970580000003,-0.271552,11.062855873199997
86101987,0.13919,215.0024872,-0.545622,11.432055873199998
123243221,0.08738,139.7348633,1.25498,11.090815873199999
93926908,0.13005,182.1820831,-0.160672,11.163665873199998
54098306,0.29761,36.137351,-3.045634,11.350128063058946
104595729,0.28273000000000004,219.3453827,0.258101,11.714455873199999
50432879,0.29894,32.394054,-3.841772,11.716670533060094
66759519,0.07606,178.90049,-1.4013790000000002,10.828395873199996
75344597,0.07681,334.1683,-0.965893,10.086912873200001
1237679439889957148,0.34027,38.846339,-5.74139,11.739876020234075
1237678619015971054,0.11735,331.4050200000001,2.193835,11.4453502480319
121387314,0.08476,180.5495758,1.16004,11.092285873199996
98943415,0.1079,133.8603058,0.061680999999999986,11.132435873199999
1237679321787531404,0.08429,34.876611,-5.5144129999999985,11.084887346005416
105667002,0.19915,137.77577209999998,0.60506,11.674235873199999
50975516,0.31902,37.662526,-3.683244,11.580280526643035
84423688,0.09488,179.68928530000005,-0.454369,10.816925873199999
103078862,0.27135,179.447464,0.222702,11.539335725829005
42279495,0.34085,36.250327,-5.693213,11.621788676944561
124999291,0.30214,216.166214,1.4803309999999998,11.904495873199997
89462151,0.1199,180.909668,-0.352741,10.981015873199999
116698686,0.285,220.1308136,0.932931,11.553257216408383
98166619,0.13337000000000002,219.8668976,0.207269,11.2218058732
89807921,0.05084,131.9487762,-0.380952,10.958085873199996
43280115,0.33276999999999995,36.209603,-5.489699,11.769542188441848
93692959,0.16455999999999998,179.466568,-0.165682,11.011985873199999
1237678597003673937,0.19615,330.10032,2.025835,11.695159041060831
128280932,0.18184,137.4567108,1.813198,11.507965873199996
1237678879962890422,0.2941,36.568989,-2.745698,11.991320520828594
1237679322325647908,0.29393,37.722831,-4.858561,11.8685606939398
1237679253597978780,0.33438,35.004962,-4.888918,11.855451976414768
36867751,0.14004,35.57965,-6.8103130000000025,11.605011969062614
41095405,0.31041,35.70689,-6.025213,11.638342705729885
1237678598080299340,0.22581,336.7842,2.995341,11.626680451503491
1237678597544411354,0.13563,339.04403,2.606879,11.387760417012036
1237678880497402054,0.18688,31.244192,-2.355604,11.332396696539945
93643922,0.12845,178.10931399999996,-0.109972,11.153655873199996
1237648703515263136,0.16393,210.59208,-0.75298,10.651120708149392
1237655349969092763,0.22656,247.64883,43.335624,11.473624122387266
134001690,0.31753000000000003,132.266922,2.493531,11.405484560193145
88315374,0.09478,334.66636,-0.400523,11.003835873199996
107515484,0.14982,219.865921,0.5489,11.237875873199997
136919782,0.31871,140.04574580000002,2.846348,11.42477996397065
75359475,0.09276,332.98732,-1.035758,10.8885658732
1237661386540056731,0.07112,238.74771,42.103073,8.377557071969022
1237678597004329835,0.43425,331.6242200000001,2.067439,11.886351388180628
66899235,0.13764,220.1219025,-1.325148,11.416665873199998
133981768,0.12932000000000002,135.3066254,2.472129,11.291785873199997
1237678596467851579,0.14865,332.6002299999999,1.608796,11.31398866319796
80808583,0.10144,215.039856,-0.673488,10.571075873199998
1237679323395653844,0.35971,29.149186,-4.411729,11.769259589200376
1237678617945637220,0.22801,339.26976,1.488989,11.400435246920097
1237678619557102474,0.4206,341.25739,2.764166,11.643651054764636
88929505,0.05695,218.9289551,-0.292872,9.616991873199998
125056522,0.28038,215.6219635,1.434982,11.670260976796277
49304999,0.36851,37.247562,-4.179242,11.672135930304648
113932808,0.12730999999999998,219.541687,0.8114210000000001,10.679465873199998
102738403,0.3167,333.12961,0.37677,11.176185873199996
1237678879960465604,0.07504,31.103456,-2.811455,11.023104438849261
43783435,0.13742,32.740781,-5.283428,10.763085436658
1237678889598386291,0.25017,34.326205,-2.166299,11.709030282509048
138226732,0.0997,136.5258636,2.961909,11.267635873199996
46718250,0.0875,32.827480300000005,-4.7172839999999985,8.167752160297368
69755845,0.12120999999999996,179.5415955,-1.076368,11.454005873199996
68642447,0.1945,217.9098816,-1.246792,11.308896383561661
1237678596472111317,0.17521,342.28523,1.814551,11.323516606673365
1237648722305745128,0.27281,182.9702301,0.811991,11.536572427648935
126823836,0.23142,334.7557700000001,1.670333,11.392872228345368
75994283,0.08396,214.99922180000004,-0.990452,11.211595873199999
63815031,0.08311,177.47663880000005,-1.6435990000000005,10.8659958732
1237655349969224462,0.41106,247.92837000000003,43.023308,11.497085758732286
135771971,0.16405,129.18757630000002,2.647827,11.506576193438375
1237655692476809546,0.29512,221.51474,-1.850107,11.410535094139053
64802000,0.08242999999999999,216.63218,-1.690907,11.355568861414213
1237678597005705610,0.15936,334.7176100000001,2.0693490000000003,11.432146465580445
1237679323936784550,0.28598,38.918603,-3.678731,11.55027710669674
94751089,0.15467999999999998,130.3135986,-0.154116,11.437230505282061
54060645,0.0682,33.81078,-3.0308080000000004,10.821885787736392
122993472,0.10632,177.4713135,1.165041,10.199095873200001
124481361,0.08315,180.9650574,1.29509,11.078995873199997
40001007,0.10745,32.266268,-6.195109,11.343072542687874
1237663445442363679,0.28563,342.96285,0.755234,11.468664902437013
118208357,0.38766,139.69681,0.954163,-9998.840814126801
1237678596470276328,0.15142,338.08456,1.607577,11.58275055816921
1237678617405358345,0.14213,331.45491,1.034274,10.829906523911633
1237679253062090870,0.07368999999999999,37.30412000000001,-5.18909,10.634995461150536
45581110,0.05409,36.518867,-4.992736,10.958717226152661
1237674602677862526,0.24414,209.8584,1.373307,11.605343381743296
1237660025033458105,0.4429300000000001,343.61758,-0.659025,11.61415419842524
1237660024495800623,0.22688000000000005,341.76514,-1.224104,11.323769896291196
1237678880497205395,0.17797000000000002,30.741442,-2.314336,11.395081751572436
1237678598081282279,0.19031,339.00983,2.951405,11.356492649647407
1237679253599879391,0.36274,39.385644,-4.559574,11.84753217844991
1237678617945637119,0.23036,339.29938,1.512269,11.655361222685316
64649128,0.10143,215.4253235,-1.6873490000000002,11.513205873199999
68833689,0.17695999999999998,215.9957886,-1.075112,11.545105873199999
98639097,0.07693,177.9992065,0.168561,11.094575873199997
1237648721786306917,0.29674,222.7398071,0.2326280000000001,11.455957589991158
82229189,0.13879,214.7138824,-0.56194,11.189795873199998
74287148,0.3443,177.89011000000005,-1.016351,11.46279349119868
46903246,0.25287,38.53621,-4.778582,11.75344777216378
89082253,0.14107999999999998,220.9374237,-0.25066,10.848185873199997
1237678888525234445,0.2601,35.703573,-2.886054,11.75747995977872
95177332,0.06402999999999999,217.5276947,-0.05776,10.2842258732
1237674603752522610,0.32598,212.1133118,0.774453,11.256215037530637
40334258,0.13942000000000002,33.274901,-6.150333,11.583391106250927
128930942,0.27486,133.8612061,1.794462,11.649795873199999
1237659330312209286,0.3662,240.47154,44.571522,11.559087122790515
1237679322324926596,0.14332,36.070867,-5.0568290000000005,11.463554922200274
1237678890137223386,0.17301,38.867129,-1.535009,11.385023537965026
66759555,0.12716,179.0449524,-1.266798,11.153085873199997
127513628,0.36751,220.661087,1.7009740000000002,11.814637786941605
60558308,0.09993,182.43181,-2.083211,11.420925873199996
96010403,0.13556,213.9673309,0.070009,10.984535873199999
1237648722842615989,0.43978,182.96018,1.199964,11.679387642579968
1237678596469686412,0.26976,336.7512,1.747874,11.481042760540733
40514858,0.16618,30.354476,-6.092467,11.303988739498893
108263703,0.26559,130.96069340000003,0.6118,11.589165873199999
132083264,0.32133,132.8386536,2.29418,11.805755873199999
74979360,0.10307,138.8115082,-0.849311,10.578535873199998
63095797,0.27736,215.4936523,-1.825999,11.481025873199997
1237669770302455946,0.13938,33.066409,-2.767344,11.258694224103241
123147622,0.30753,137.78866580000002,1.239347,11.554134006495588
62249030,0.22499,178.61127,-2.004316,11.472595873199998
1237651735774036765,0.35409,219.05818,1.638394,11.301846661663149
63772774,0.13158,178.3075409,-1.781122,11.0347758732
1237678618479362366,0.18487,332.11116,1.879687,11.050832844513934
132603289,0.10577,135.8439331,2.31502,11.253545873199997
106724233,0.20428,333.47066,0.579557,11.207958785817027
1237678879963218133,0.25338,37.370705,-2.558001,11.633174435584804
1237678597541069095,0.1008,331.34795,2.402214,10.977453860919924
106728346,0.1733,333.17785,0.590233,11.281335873199996
62163214,0.05451,219.05806,-2.016753,9.935849553265145
66914642,0.10352,213.6785889,-1.310352,10.136509873199998
1237650795675386610,0.41495,128.52647,-0.265377,11.70652686827816
113428779,0.19499,131.634613,0.697241,11.591565873199999
47410531,0.13635999999999998,31.618379,-4.68626,11.449544479968607
1237663543686070469,0.12953,337.28894,0.4145180000000001,11.501040788425598
1237655347820233040,0.30218,243.1289,44.547243,11.727929335669616
123877434,0.13432,219.8984528,1.238181,11.272355873199999
79530841,0.37978,180.1791382,-0.644829,-9998.840814126801
64802605,0.13942000000000002,216.6356659,-1.58867,11.0425658732
79179227,0.10839,220.5109863,-0.735808,10.908155873199997
1237680000376963289,0.14157999999999998,32.558928,-2.009325,11.28643649429432
109144164,0.05647000000000001,139.8692474,0.704658,9.545550873199998
1237655177082045143,0.44964,136.17533,-1.613705,11.390574507298885
1237678596471718151,0.15270999999999998,341.40708,1.83556,11.630202565807853
125143490,0.21034,334.98736,1.392257,11.312050142267251
1237678881545519282,0.05591,332.6062,-1.408642,10.824165699465084
68857298,0.10376,216.28089900000003,-1.04698,11.135845395154321
128263774,0.31854,217.3797607,1.793613,11.864217845082749
104600386,0.19741,219.9249268,0.230669,11.040585873199998
1237651752952726043,0.37546,216.86645,1.302369,11.806166523718277
102764935,0.06055,335.1274,0.29652,10.765745873199997
104543559,0.32266,216.0727081,0.226562,11.587112937791971
1237648720707846449,0.26358000000000004,211.9698792,-0.4888810000000001,11.089188081648901
1237678880497270883,0.17811,30.904847,-2.308047,11.731319000653455
1237653622837019102,0.37204,128.93767,1.819285,11.574890707153829
76054926,0.14454,219.763443,-0.984062,11.325365873199999
95142696,0.34247,215.7168884,-0.016347,11.691833317861896
128880082,0.2270800000000001,137.65812680000002,1.948592,11.402855873199996
93821271,0.11958,181.0006866,-0.166328,10.966565873199999
66659007,0.18073,182.0047607,-1.298092,11.5800058732
1237679324471230584,0.07547000000000001,33.333618,-3.4879300000000004,11.138694886642044
124757056,0.15980999999999998,217.7168579,1.309618,11.525145873199996
1237678598078988632,0.2486,333.69715,2.902192,11.361384663381616
1237648703521358183,0.19965,224.57845,-0.694149,11.36093392992916
106697641,0.17093,335.34399,0.4613600000000001,11.463105873199996
48468464,0.2994,32.396276,-4.262524,11.720411158225033
1237679321789432030,0.30164,39.200311,-5.204093,11.794850592297735
104106702,0.16535,132.25233459999998,0.230358,11.300135873199999
47256139,0.20046,35.56480999999999,-4.531833,11.349298271117732
43232572,0.08421000000000001,34.901708,-5.522313,11.007221654988825
61664664,0.08215,216.03935,-2.043814,10.4593358732
128472200,0.05546,216.0229492,1.799438,10.1347328732
126955235,0.05455,214.472229,1.639668,10.358115873200001
42677347,0.24026,37.400908,-5.561667,11.326727891791961
1237669771912675471,0.21506,31.805036,-3.630502,11.438106990186498
134409318,0.08405,140.390274,2.584502,11.1130858732
126585115,0.21714,216.7391815,1.6596419999999998,11.58772541039798
1237673700743446584,0.21458,39.443329,-6.510599,11.670145318043067
124481498,0.08353,181.0082092,1.444899,11.419425873199996
1237678595935633697,0.19159,343.22688,1.338027,11.312813404365444
126228247,0.15891,182.2307434,1.61684,11.416135873199996
39749908,0.22693,31.433005,-6.16711,11.531616801017664
134349765,0.31535,137.9116364,2.6070740000000003,11.573166729707735
1237679438816215208,0.18035,38.891893,-6.570349,11.358299026440365
1237679323932655751,0.28286,29.471811,-4.116715,11.782008198337278
130392339,0.057579999999999985,134.99481200000002,2.05273,9.6275888732
1237678597544607996,0.20626,339.41077,2.664899,11.569766078144312
1237678879961120860,0.20636,32.501627,-2.752868,11.625312317162752
94668031,0.12834,132.0230713,-0.037268,10.622845873200001
50203676,0.0949,32.984648,-3.825208,11.100850084956619
113873593,0.07514,215.3031464,0.824358,10.586425873199998
84336605,0.12609,178.4056396,-0.60091,11.070495873199999
1237653665787019768,0.35999000000000003,130.04737849999998,2.10255,11.825212426439974
128519494,0.15579,215.7158508,1.7567400000000002,11.357105873199997
1237658297910493554,0.19124,128.99934,3.021807,11.515123752353249
1237651735774429663,0.41256,219.8611755,1.463226,11.877008055278564
1237679322861404244,0.19934,35.152699,-4.622742,11.515797290718186
124971344,0.1025,216.32544,1.373458,10.360205873199998
86098768,0.08221,214.3835907,-0.484892,10.7656758732
1237679438278230300,0.05351,36.459656,-7.048477,10.618549688799249
62421056,0.18168,220.3409576,-1.840478,11.212195873199999
1237679253598306393,0.20517,35.73331599999999,-4.900144,11.479310592869297
1237678595933405503,0.16408,338.11405,1.271956,11.395757121033967
1237678596471259312,0.07048,340.30034,1.770177,10.878961437018006
112126186,0.05703,334.36016,0.8246100000000001,10.801895873199998
137629897,0.2362,132.33578490000002,2.882938,11.629785873199998
103147394,0.0693,179.9157562,0.391761,10.1763558732
123557400,0.2112,139.4944763,1.373729,11.753085873199996
1237678597542052068,0.14969000000000002,333.54524,2.405457,11.177775744072278
66814891,0.16025,177.6383362,-1.354538,11.3975258732
80805299,0.15341,177.1368103,-0.73585,11.260465873199998
124481512,0.08251,181.0147552,1.373622,11.159805873199996
133484475,0.113,131.2196808,2.38033,11.061115873199999
1237678617943212592,0.28406,333.76266,1.376189,11.721397508925293
120079772,0.0528,135.5595856,1.11745,10.0129348732
1237663543687840345,0.35758,341.3531200000001,0.355145,11.476355813327244
107985733,0.10258,180.9687347,0.529698,9.9943078732
1237678620090433741,0.19966,333.0591,3.105369,11.522333583940053
1237680000913375400,0.18548,31.370065000000004,-2.378172,11.50993015203858
117094119,0.1132,181.5900269,0.948129,11.339695873199997
1237678596470538546,0.43984,338.65596,1.6192030000000002,11.47680565272458
86142788,0.32039,216.8183746,-0.49271,11.759225873199997
1237648704589594980,0.31373,211.9736481,0.155284,11.623116221977398
135671915,0.12868,135.0062256,2.733348,11.300225873199999
1237663543151100469,0.43409,341.6379,-0.167708,11.82779445470078
128935534,0.08499,140.026825,1.968791,11.570375873199996
138376848,0.38717,133.56544,2.962952,11.865399151240124
65177338,0.1794,218.8714142,-1.4857790000000002,11.233375873199996
1237673708256756243,0.40818,135.81642150000002,-0.908294,11.944996252903366
1237679340029739176,0.23601,29.931463,-6.9849830000000015,11.394774737709668
1237659326026678620,0.3344,241.67218,44.12272700000001,11.45190678711515
50656702,0.08476,35.689229,-3.862931,11.092484508699274
1237678889598386340,0.24959,34.324223,-2.170144,11.421275855449496
1237678889599172718,0.25765,36.07553400000001,-2.030133,11.935884649283247
1237663544220647632,0.25278,332.02249,0.8360780000000001,11.170671122876227
63376205,0.05594,217.5686646,-1.756989,10.5237158732
106702387,0.16268,335.0861,0.603457,11.256225873199996
1237651752954692084,0.37661,221.3493042,1.227739,11.54554311162792
117960661,0.05236,216.81949,0.993084,9.128270873199998
131387087,0.08900000000000001,140.07789609999998,2.183651,11.402205873199996
88992737,0.13683,219.4396667,-0.386992,11.456095873199999
63376213,0.05618,217.5787964,-1.787699,10.871295873199998
117319177,0.28449,130.4660339,0.92464,11.804665873199998
95132831,0.10296,214.02499390000003,-0.15381199999999998,10.962345873199999
44732658,0.35451,33.495106,-5.186262,11.583628832289829
1237658297915015676,0.34509,139.36056000000002,4.151257,11.607431037497008
98983665,0.0949,136.83578490000002,0.108393,10.5236158732
113351116,0.20462,134.0185,0.772796,10.7844171962206
1237651735776395463,0.07027,224.37332,1.352193,10.89939367887564
1237678597544083878,0.20562,338.2913200000001,2.581579,11.377390125882812
74622502,0.36076,182.2537384,-1.00132,-9998.840814126801
1237663479797711222,0.25906,338.02274,0.623145,11.374143441251366
1237663543147300041,0.33064,333.06348,-0.167666,11.532255212921882
1237654602632528260,0.33412,139.42479,4.392856,11.744717214722185
67307240,0.13774,214.3160248,-1.28295,11.123325873199999
1237674459878589087,0.34338,140.69176000000002,2.358031,11.520420484404895
1237663478723772715,0.08154,337.50888,-0.287289,11.501568754611073
88306779,0.14855,335.4881,-0.282978,10.222575873199998
62308231,0.24203,177.06884,-1.881569,10.728169819689354
1237655463248199921,0.13089,242.60939,44.15179000000001,11.683925188757712
125886712,0.17015,137.88168330000002,1.486478,11.322145873199997
1237660024495014495,0.41388,340.0727,-1.213653,11.659176922810733
1237659329239253780,0.29757,241.4422,42.745099,11.29772253036208
117334949,0.08664,131.8628387,0.8569680000000001,11.129755873199999
1237648722284052915,0.32107,133.3066406,0.759003,11.509225179848725
1237680001450311976,0.24926,31.159246000000003,-2.0083990000000003,11.693494043283865
102745541,0.12665,333.55551,0.371503,10.868775873199999
65734134,0.05474,214.6585846,-1.499108,9.694046873199998
1237663480334058170,0.29206,336.8725100000001,0.8694350000000001,11.320984015663269
69768484,0.28483,178.15858459999995,-1.224292,11.502105873199996
50511968,0.17797000000000002,34.886388000000004,-3.715443,10.77040982304607
1237679439890219153,0.36834,39.393103,-5.570995,11.723327484738547
52468948,0.29207,30.809554,-3.5104370000000005,11.563703927677127
1237679254671655151,0.20437,34.924116999999995,-4.009302,11.53796368953772
1237678597009048140,0.42132,342.39491,2.1217200000000003,11.874235602052071
63827217,0.13388,219.6999207,-1.810591,10.978595873199996
95127766,0.16114,213.0097961,-0.025108,11.077255873199999
99714214,0.05393,213.8680115,0.227319,10.631465873199998
1237678596470800628,0.20878,339.2829700000001,1.736072,11.722201360331384
1237678881034469609,0.17931,31.642806,-1.890338,11.879759451898279
123618725,0.11893,134.7862701,1.27721,10.8415958732
1237650794605641940,0.16343,137.51915,-1.200432,11.309450290282257
1237678596467065079,0.06318,330.74789,1.491217,10.909055638636346
108346475,0.20497,139.0049438,0.521628,11.358415873199997
1237678890136961124,0.14472000000000002,38.162794,-1.661032,11.288925446249776
105269483,0.12267,136.0319366,0.525569,11.681365873199999
1237678597541790184,0.30003,332.9562200000001,2.411675,11.348896040231919
78258713,0.11881,213.2263641,-0.758288,10.976705873199997
98629856,0.09529,179.210083,0.163649,10.931495873199998
1237679341103284399,0.12174,29.48785100000001,-6.179973,11.491171598740035
1237678879963152498,0.05355,37.149461,-2.671406,10.945940748526482
126177862,0.38826,180.7782593,1.469722,-9998.840814126801
136370400,0.15413,138.2897034,2.724242,11.471785873199996
82226204,0.18177,214.1517944,-0.499998,11.219165873199996
96010555,0.11638,213.9265442,0.183338,10.869495873199996
1237674604291096712,0.10484,215.510437,-0.954696,11.076218252186663
93388462,0.0877,333.27176000000014,-0.010037,10.010123873199998
1237653621763211866,0.2957,128.76685,1.131583,11.41249274823349
124757320,0.13394,217.8618011,1.33057,10.560845873199998
113863581,0.26504,213.6912842,0.724061,11.634645873199997
48133155,0.0695,35.40055200000001,-4.420076,8.078440035177664
1237678888525365382,0.1029,36.008482,-2.881292,9.67413386660337
1237653665249624679,0.2912,128.84098,1.639522,11.437001923390198
117996059,0.23779,333.57401,1.045038,11.155565873199999
